"SAMPLEID","LAT","LONG","STATIONID","COLLDATE","COLLMETH","INDEX_REGION","INDEX_NAME","ni_total","nt_total","pt_EPT","pi_EphemNoCaeBae","pi_ffg_filt","pt_ffg_pred","pt_tv_intol","pi_Pleco","pi_ffg_shred","pi_tv_intol","x_Becks","SC_nt_total","SC_pt_EPT","SC_pi_EphemNoCaeBae","SC_pi_ffg_filt","SC_pt_ffg_pred","SC_pt_tv_intol","SC_pi_Pleco","SC_pi_ffg_shred","SC_pi_tv_intol","SC_x_Becks","sum_Index","Index","Index_Nar"
"2000026",42.606464,-72.080097,"B0460","9/13/2000","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",110,23,34.7826086956522,1.81818181818182,39.0909090909091,13.0434782608696,17.3913043478261,0,0.909090909090909,6.36363636363636,11,65.9025787965616,63.8213003589948,13.080444735121,61.0001358880283,45.766590389016,44.4790392527521,NA,NA,NA,NA,294.050089420474,49.0083482367456,"Moderately Degraded"
"2000031",42.639733,-72.868627,"B0453","9/25/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",96,17,52.9411764705882,12.5,9.375,11.7647058823529,47.0588235294118,28.125,4.16666666666667,48.9583333333333,16,43.8144329896907,NA,NA,100,NA,NA,100,18.1159420289855,95.0647249190939,43.4782608695652,400.473360807335,66.7455601345559,"Satisfactory"
"2000032",42.657738,-72.93569,"B0451","9/25/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",93,22,68.1818181818182,11.8279569892473,17.2043010752688,22.7272727272727,54.5454545454545,25.8064516129032,3.2258064516129,49.4623655913978,24,56.7010309278351,NA,NA,81.8076140656786,NA,NA,100,14.0252454417952,96.0434283328114,65.2173913043478,413.794710072468,68.965785012078,"Satisfactory"
"2000033",42.624466,-72.907958,"B0452","9/25/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",95,24,54.1666666666667,18.9473684210526,27.3684210526316,25,41.6666666666667,8.42105263157895,24.2105263157895,23.1578947368421,18,61.8556701030928,NA,NA,56.8343463080305,NA,NA,46.0166810468795,100,44.9667858967808,48.9130434782609,358.586526833044,59.7644211388407,"Satisfactory"
"2000034",42.634967,-72.933234,"B0458","9/25/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",92,27,51.8518518518519,17.3913043478261,30.4347826086957,29.6296296296296,37.037037037037,7.60869565217391,20.6521739130435,30.4347826086957,21,69.5876288659794,NA,NA,49.3002884307232,NA,NA,41.5775718698028,89.7920604914934,59.0966652596032,57.0652173913044,366.419432308906,61.0699053848177,"Satisfactory"
"2000035",42.646295,-72.619669,"B0343","9/26/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",93,30,60,41.9354838709677,31.1827956989247,20,46.6666666666667,3.2258064516129,17.2043010752688,40.8602150537634,28,77.319587628866,NA,NA,47.4624184301604,NA,NA,17.6273576590869,74.8013090229079,79.3402234053659,76.0869565217391,372.637852668126,62.106308778021,"Satisfactory"
"2000038",42.673262,-72.702176,"B0456","9/26/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",92,30,43.3333333333333,20.6521739130435,18.4782608695652,16.6666666666667,33.3333333333333,1.08695652173913,30.4347826086957,26.0869565217391,20,77.319587628866,NA,NA,78.67749172097,NA,NA,5.93965312425754,100,50.6542845082313,54.3478260869565,366.938843069281,61.1564738448802,"Satisfactory"
"2000039",42.635404,-72.731424,"B0236","9/26/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",97,29,37.9310344827586,25.7731958762887,14.4329896907216,20.6896551724138,24.1379310344828,4.12371134020619,17.5257731958763,17.5257731958763,18,74.7422680412371,NA,NA,88.6167329466299,NA,NA,22.5339417497606,76.1990138951143,34.0306275648083,48.9130434782609,345.035627675811,57.5059379459685,"Satisfactory"
"2000041",42.677408,-72.742469,"B0455","9/26/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",92,31,48.3870967741936,28.2608695652174,14.1304347826087,41.9354838709677,48.3870967741936,11.9565217391304,8.69565217391304,52.1739130434783,29,79.8969072164949,NA,NA,89.3601110992415,NA,NA,65.336184366833,37.8071833648393,100,78.804347826087,451.204733873496,75.2007889789159,"Exceptional"
"2000042",42.545159,-72.721526,"B0457","9/27/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",102,29,48.2758620689655,30.3921568627451,12.7450980392157,20.6896551724138,48.2758620689655,7.84313725490196,6.86274509803922,50,28,74.7422680412371,NA,NA,92.7638868815339,NA,NA,42.8586735240544,29.8380221653879,97.0873786407767,76.0869565217391,413.377185774729,68.8961976291215,"Satisfactory"
"2000044",42.574799,-72.59854,"B0237","9/27/2000","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",96,37,29.7297297297297,10.4166666666667,25,21.6216216216216,21.6216216216216,3.125,5.20833333333333,27.0833333333333,16,100,54.5499628068435,74.9400479616307,82.0627802690583,75.8653390232338,55.2982650169351,NA,NA,NA,NA,442.716395077701,73.7860658462836,"Satisfactory"
"2000045",42.541895,-72.693929,"B0233","9/27/2000","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",99,32,43.75,14.1414141414141,24.2424242424242,28.125,31.25,5.05050505050505,11.1111111111111,17.1717171717172,23,82.4742268041237,NA,NA,64.5149281512918,NA,NA,27.598388254126,48.3091787439614,33.3431401392566,62.5,318.739862092759,53.1233103487932,"Moderately Degraded"
"2000046",42.523174,-72.627073,"B0235","9/27/2000","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",101,27,44.4444444444444,16.8316831683168,39.6039603960396,7.40740740740741,33.3333333333333,0,13.8613861386139,20.7920792079208,18,77.3638968481375,81.5494393476045,100,60.2332430552472,25.9909031838856,85.2514919011083,NA,NA,NA,NA,430.388974335983,71.7314957226639,"Satisfactory"
"2001001",42.398058,-71.658249,"B0461","7/2/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",96,34,38.2352941176471,3.125,26.0416666666667,20.5882352941176,32.3529411764706,17.7083333333333,18.75,38.5416666666667,21,97.4212034383954,70.1565029681597,22.4820143884892,80.5057299451918,72.2394220846233,82.7440950804874,NA,NA,NA,NA,425.548967905347,70.9248279842245,"Satisfactory"
"2001002",42.292816,-71.656948,"B0462","7/3/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",92,22,31.8181818181818,1.08695652173913,33.695652173913,4.54545454545455,18.1818181818182,0,5.43478260869565,5.43478260869565,10,63.0372492836676,58.3819849874896,7.81983109164842,69.0647949567817,15.9489633173844,46.5008137642409,NA,NA,NA,NA,260.753637401213,43.4589395668688,"Moderately Degraded"
"2001003",42.385487,-71.530367,"B0198","7/3/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",95,20,25,0,29.4736842105263,5,10,0,3.15789473684211,26.3157894736842,9,57.3065902578797,45.8715596330275,0,75.3756588781371,17.5438596491228,25.5754475703325,NA,NA,NA,NA,221.6731159885,36.9455193314166,"Moderately Degraded"
"2001004",42.474671,-71.376501,"B0463","7/3/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",110,22,22.7272727272727,0,52.7272727272727,18.1818181818182,4.54545454545455,0,9.09090909090909,0.909090909090909,4,63.0372492836676,41.7014178482068,0,40.6169316483218,63.7958532695375,11.6252034410602,NA,NA,NA,NA,220.776655490794,36.7961092484657,"Moderately Degraded"
"2001005",42.359101,-71.343895,"B0199","7/5/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",92,23,17.3913043478261,0,36.9565217391304,8.69565217391304,13.0434782608696,1.08695652173913,2.17391304347826,8.69565217391304,9,65.9025787965616,31.9106501794974,0,64.190550464678,30.511060259344,33.3592794395641,NA,NA,NA,NA,225.874119139645,37.6456865232742,"Moderately Degraded"
"2001007",42.258166,-71.500851,"B0202","7/5/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",86,22,27.2727272727273,1.16279069767442,25.5813953488372,27.2727272727273,27.2727272727273,32.5581395348837,31.3953488372093,39.5348837209302,13,63.0372492836676,50.0417014178482,8.36540070269366,81.1937289255049,95.6937799043062,69.7512206463613,NA,NA,NA,NA,368.083080880382,61.3471801467303,"Satisfactory"
"2001008",42.305075,-71.62843,"B0359","7/18/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",96,15,20,0,62.5,6.66666666666667,6.66666666666667,0,6.25,2.08333333333333,3,42.9799426934097,36.697247706422,0,26.0089686098655,23.3918128654971,17.0502983802217,NA,NA,NA,NA,146.128270255416,24.354711709236,"Severely Degraded"
"2001009",42.27151,-71.632538,"B0466","7/18/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",92,11,54.5454545454545,9.78260869565217,39.1304347826087,0,9.09090909090909,0,14.1304347826087,9.78260869565217,4,31.5186246418338,100,70.3784798248358,60.9410541366088,0,23.2504068821204,NA,NA,NA,NA,286.088565485399,47.6814275808998,"Moderately Degraded"
"2001010",42.405892,-71.526405,"B0389","7/19/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",95,15,40,0,82.1052631578947,0,6.66666666666667,0,1.05263157894737,1.05263157894737,5,42.9799426934097,73.394495412844,0,0,0,17.0502983802217,NA,NA,NA,NA,133.424736486475,22.2374560810792,"Severely Degraded"
"2001011",42.387893,-71.563055,"B0465","7/19/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",107,18,38.8888888888889,0.934579439252336,58.8785046728972,5.55555555555556,11.1111111111111,0,1.86915887850467,2.80373831775701,3,51.5759312320917,71.3557594291539,6.72359308814631,31.4222650629339,19.4931773879142,28.4171639670361,NA,NA,NA,NA,208.987890167276,34.8313150278794,"Severely Degraded"
"2001012",42.289836,-71.439527,"B0484","7/19/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",99,10,30,0,81.8181818181818,0,0,0,3.03030303030303,0,3,28.6532951289398,55.045871559633,0,0,0,0,NA,NA,NA,NA,83.6991666885729,13.9498611147621,"Severely Degraded"
"2001013",42.266307,-71.522749,"B0360","7/19/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",98,21,33.3333333333333,1.02040816326531,67.3469387755102,9.52380952380952,9.52380952380952,0,1.02040816326531,4.08163265306122,3,60.1719197707736,61.1620795107034,7.34106592277199,18.7639181233031,33.4168755221387,24.3575691146024,NA,NA,NA,NA,205.213427964293,34.2022379940489,"Severely Degraded"
"2001017A",42.060733,-71.196394,"B0184","7/31/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",94,22,45.4545454545455,11.7021276595745,24.468085106383,9.09090909090909,36.3636363636364,13.8297872340426,15.9574468085106,32.9787234042553,14,63.0372492836676,83.4028356964137,84.187968773917,82.8578697961391,31.8979266347687,93.0016275284818,NA,NA,NA,NA,438.385477713388,73.0642462855646,"Satisfactory"
"2001026",42.081539,-72.909846,"B0216","8/13/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",90,29,37.9310344827586,3.33333333333333,21.1111111111111,13.7931034482759,37.9310344827586,15.5555555555556,20,41.1111111111111,22,74.7422680412371,NA,NA,72.2085722085722,NA,NA,85.003035822708,86.9565217391304,79.8274002157497,59.7826086956522,458.52040672305,76.4200677871749,"Exceptional"
"2001029",42.101744,-73.096521,"B0212","8/13/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",105,25,52,26.6666666666667,21.9047619047619,16,36,10.4761904761905,16.1904761904762,36.1904761904762,23,64.4329896907217,NA,NA,70.2585702585702,NA,NA,57.2469424928441,70.3933747412008,70.2727693018955,62.5,395.104646485232,65.8507744142054,"Satisfactory"
"2001030",42.063142,-73.157463,"B0473","8/14/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",101,35,34.2857142857143,9.9009900990099,21.7821782178218,22.8571428571429,34.2857142857143,7.92079207920792,8.91089108910891,44.5544554455446,27,90.2061855670103,NA,NA,70.5597586785705,NA,NA,43.2830168262728,38.7430047352561,86.513505719504,73.3695652173913,402.675036744005,67.1125061240008,"Satisfactory"
"2001032",42.183802,-73.086528,"B0208","8/14/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",90,31,45.1612903225806,18.8888888888889,24.4444444444444,19.3548387096774,32.258064516129,7.77777777777778,4.44444444444444,37.7777777777778,23,79.8969072164949,NA,NA,64.018564018564,NA,NA,42.501517911354,19.3236714975845,73.3549083063646,62.5,341.595568950362,56.9325948250603,"Satisfactory"
"2001033",42.200177,-73.091974,"B0205","8/14/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",106,32,37.5,17.9245283018868,33.9622641509434,18.75,31.25,4.71698113207547,4.71698113207547,28.3018867924528,23,82.4742268041237,NA,NA,40.6332576143897,NA,NA,25.7758531807403,20.5086136177194,54.9551199853453,62.5,286.847071202318,47.8078452003864,"Moderately Degraded"
"2001034",42.14923,-72.751831,"B0474","9/4/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",98,29,34.4827586206897,4.08163265306122,23.469387755102,13.7931034482759,27.5862068965517,2.04081632653061,5.10204081632653,24.4897959183673,18,83.0945558739255,63.2711167352104,29.3642636910879,84.3506909490253,48.3968542044767,70.5529588147103,NA,NA,NA,NA,379.030440268436,63.1717400447394,"Satisfactory"
"2001035",42.128149,-72.813038,"B0475","9/4/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",92,24,33.3333333333333,7.60869565217391,52.1739130434783,12.5,33.3333333333333,2.17391304347826,7.60869565217391,33.695652173913,16,68.7679083094556,61.1620795107034,54.7388176415389,41.4440761681939,43.859649122807,85.2514919011083,NA,NA,NA,NA,355.224022653807,59.2040037756345,"Satisfactory"
"2001036",42.128605,-72.816693,"B0476","9/4/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",99,29,44.8275862068966,21.2121212121212,36.3636363636364,20.6896551724138,31.0344827586207,5.05050505050505,15.1515151515152,32.3232323232323,17,83.0945558739255,82.2524517557735,100,65.0767767359696,72.5952813067151,79.3720786665491,NA,NA,NA,NA,482.391144338933,80.3985240564888,"Exceptional"
"2001037",42.121867,-72.870793,"B0477","9/4/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",96,24,50,8.33333333333333,18.75,20.8333333333333,41.6666666666667,10.4166666666667,12.5,45.8333333333333,21,61.8556701030928,NA,NA,78.009828009828,NA,NA,56.9216757741348,54.3478260869565,88.9967637540453,57.0652173913044,397.196981119362,66.199496853227,"Satisfactory"
"2001038",42.332789,-73.082602,"B0478","9/5/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",104,38,50,23.0769230769231,25.9615384615385,21.0526315789474,42.1052631578947,12.5,10.5769230769231,51.9230769230769,30,97.9381443298969,NA,NA,60.2910602910603,NA,NA,68.3060109289617,45.9866220735786,100,81.5217391304348,454.043576753932,75.6739294589887,"Exceptional"
"2001040.2",42.327334,-73.084498,"B0480","9/5/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",92,33,45.4545454545455,22.8260869565217,33.695652173913,21.2121212121212,45.4545454545455,7.60869565217391,6.52173913043478,50,27,85.0515463917526,NA,NA,41.2883238970195,NA,NA,41.5775718698028,28.3553875236295,97.0873786407767,73.3695652173913,366.729773540372,61.1216289233954,"Satisfactory"
"2001041",42.256648,-73.055977,"B0481","9/5/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",92,33,33.3333333333333,9.78260869565217,30.4347826086957,9.09090909090909,24.2424242424242,7.60869565217391,9.78260869565217,19.5652173913043,18,85.0515463917526,NA,NA,49.3002884307232,NA,NA,41.5775718698028,42.5330812854442,37.9907133811735,48.9130434782609,305.366244837157,50.8943741395262,"Moderately Degraded"
"2001042",42.162565,-72.824698,"B0180","9/5/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",104,16,68.75,14.4230769230769,61.5384615384615,6.25,18.75,0,0.961538461538462,4.80769230769231,8,41.2371134020619,NA,NA,0,NA,NA,0,4.18060200668896,9.33532486930545,21.7391304347826,76.4921707128389,12.7486951188065,"Severely Degraded"
"2001043",42.264878,-72.867911,"B0172","9/6/2001","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",105,30,46.6666666666667,22.8571428571429,41.9047619047619,26.6666666666667,33.3333333333333,3.80952380952381,3.80952380952381,21.9047619047619,22,77.319587628866,NA,NA,21.1185211185211,NA,NA,20.8170699973979,16.5631469979296,42.5335182616736,59.7826086956522,238.13445270004,39.6890754500067,"Moderately Degraded"
"2001045",42.115876,-72.728657,"B0482","9/6/2001","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",95,28,39.2857142857143,15.7894736842105,46.3157894736842,7.14285714285714,14.2857142857143,2.10526315789474,3.15789473684211,14.7368421052632,12,80.2292263610315,72.083879423329,100,50.2006136417276,25.062656641604,36.5363536719035,NA,NA,NA,NA,364.112729739596,60.6854549565993,"Satisfactory"
"2002001",42.140224,-71.455182,"B0485","7/15/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",100,27,25.9259259259259,3,35,18.5185185185185,18.5185185185185,0,0,15,7,77.3638968481375,47.5705062861026,21.5827338129496,67.1150971599402,64.9772579597141,47.3619399450602,NA,NA,NA,NA,325.971432011904,54.328572001984,"Moderately Degraded"
"2002002",42.151512,-71.426764,"B0486","7/15/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",104,20,25,0,35.5769230769231,20,10,0,0.961538461538462,2.88461538461538,4,57.3065902578797,45.8715596330275,0,66.2527308267218,70.1754385964912,25.5754475703325,NA,NA,NA,NA,265.181766884453,44.1969611474088,"Moderately Degraded"
"2002003",42.140192,-71.388173,"B0055","7/15/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",101,17,41.1764705882353,0,54.4554455445545,5.88235294117647,17.6470588235294,0,0,10.8910891089109,8,48.7106017191977,75.5531570426336,0,38.0337136852699,20.639834881321,45.133142771175,NA,NA,NA,NA,228.070450099597,38.0117416832662,"Moderately Degraded"
"2002004",42.138185,-71.357179,"B0056","7/15/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",101,16,31.25,2.97029702970297,69.3069306930693,0,0,0,0,0,3,45.8452722063037,57.3394495412844,21.3690433791581,15.8341843152925,0,0,NA,NA,NA,NA,140.387949442039,23.3979915736731,"Severely Degraded"
"2002005",42.091266,-71.4333,"B0060","7/15/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",90,21,28.5714285714286,5.55555555555556,30,9.52380952380952,19.047619047619,0,5.55555555555556,12.2222222222222,6,60.1719197707736,52.4246395806029,39.9680255795364,74.5889387144992,33.4168755221387,48.7151382292047,NA,NA,NA,NA,309.285537396756,51.5475895661259,"Moderately Degraded"
"2002006",42.091131,-71.297074,"B0065","7/16/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",95,33,39.3939393939394,6.31578947368421,27.3684210526316,24.2424242424242,27.2727272727273,8.42105263157895,8.42105263157895,29.4736842105263,19,94.5558739255014,72.2824576035585,45.4373343430519,78.5225395326882,85.0611376927166,69.7512206463613,NA,NA,NA,NA,445.610563743878,74.2684272906463,"Satisfactory"
"2002010",42.294593,-71.289615,"B0068","7/17/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",106,19,5.26315789473684,0,56.6037735849057,21.0526315789474,0,0,2.83018867924528,0,0,54.4412607449857,9.65717044905843,0,34.8224610091096,73.8688827331487,0,NA,NA,NA,NA,172.789774936302,28.7982958227171,"Severely Degraded"
"2002013",42.252308,-71.240158,"B0070","7/17/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",91,14,21.4285714285714,0,30.7692307692308,14.2857142857143,7.14285714285714,0,12.0879120879121,1.0989010989011,4,40.1146131805158,39.3184796854522,0,73.4391169368748,50.125313283208,18.2681768359518,NA,NA,NA,NA,221.265699922002,36.8776166536671,"Moderately Degraded"
"2002014",42.110674,-71.363473,"B0061","7/18/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",107,14,42.8571428571429,3.73831775700935,65.4205607476636,0,7.14285714285714,0,0,0.934579439252336,4,40.1146131805158,78.6369593709043,26.8943723525852,21.6434069541651,0,18.2681768359518,NA,NA,NA,NA,185.557528694122,30.9262547823537,"Severely Degraded"
"2002015",42.249836,-71.222694,"B0111","7/18/2002","RBP kicknet","CENTRALHILLS","MassDEP_2019_Bugs",98,24,16.6666666666667,0,65.3061224489796,25,8.33333333333333,2.04081632653061,2.04081632653061,3.06122448979592,4,68.7679083094556,30.5810397553517,0,21.8144656965925,87.719298245614,21.3128729752771,NA,NA,NA,NA,230.195584982291,38.3659308303818,"Moderately Degraded"
"2002020",42.553008,-73.139015,"B0491","8/12/2002","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",101,29,41.3793103448276,0.99009900990099,29.7029702970297,24.1379310344828,37.9310344827586,10.8910891089109,10.8910891089109,20.7920792079208,21,74.7422680412371,NA,NA,51.0983530785511,NA,NA,59.5141481361251,47.3525613430908,40.3729693357685,57.0652173913044,330.145517326077,55.0242528876795,"Satisfactory"
"2002021",42.590998,-73.113667,"B0490","8/12/2002","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",93,27,40.7407407407407,5.37634408602151,20.4301075268817,18.5185185185185,22.2222222222222,9.67741935483871,16.1290322580645,19.3548387096774,15,69.5876288659794,NA,NA,73.8817996882513,NA,NA,52.8820729772607,70.1262272089762,37.5822110867523,40.7608695652174,344.820809392437,57.4701348987395,"Satisfactory"
"2002022",42.614602,-73.102779,"B0489","8/12/2002","RBP kicknet","WESTHIGHLANDS","MassDEP_2019_Bugs",106,24,33.3333333333333,0,11.3207547169811,25,33.3333333333333,12.2641509433962,15.0943396226415,30.188679245283,17,61.8556701030928,NA,NA,96.2635019238793,NA,NA,67.0172182699247,65.6275635767022,58.618794651035,46.195652173913,395.578400698547,65.9297334497578,"Satisfactory"
